Epochs,Iterations,Loss
1,10,1.4844711303710938
1,20,1.0887685656547545
1,30,0.8323473900556564
1,40,0.6778703331947327
1,50,0.4815335929393768
1,60,0.5171942800283432
1,70,0.5693212300539017
1,80,0.4774938404560089
1,90,0.48469231426715853
1,100,0.5442210167646409
1,110,0.5466810643672944
1,120,0.5028671324253082
1,130,0.44803260564804076
1,140,0.5204379320144653
1,150,0.4443374961614609
1,160,0.5367353826761245
1,170,0.5085656404495239
1,180,0.4515163764357567
1,190,0.4912557154893875
1,200,0.44413437843322756
1,210,0.36219910383224485
1,220,0.564613077044487
1,230,0.39704070389270785
1,240,0.554647707939148
1,250,0.4107422173023224
1,260,0.4553778678178787
1,270,0.5460610270500184
1,280,0.43909857124090196
1,290,0.4581878900527954
1,300,0.4443210959434509
1,310,0.39137627482414244
1,320,0.47218171805143355
1,330,0.6233294397592545
1,340,0.4527409583330154
1,350,0.5089529037475586
1,360,0.5565302923321724
1,370,0.415365731716156
1,380,0.49976456463336943
1,390,0.3688227504491806
1,400,0.48267345130443573
1,410,0.45404919385910036
1,420,0.3737331420183182
1,430,0.4526071086525917
1,440,0.3865815356373787
1,450,0.36686267256736754
1,460,0.4621748268604279
1,470,0.4104713052511215
1,480,0.46872338354587556
1,490,0.4899620026350021
1,500,0.41024353802204133
1,510,0.47981680035591123
1,520,0.38748393654823304
1,530,0.45414583683013915
1,540,0.4006123512983322
1,550,0.4767059862613678
1,560,0.37807765007019045
1,570,0.42753759026527405
1,580,0.49657961130142214
1,590,0.408243790268898
1,600,0.4863983869552612
1,610,0.3910017728805542
1,620,0.4491537421941757
1,630,0.458213672041893
1,640,0.35910994112491607
1,650,0.4338929533958435
1,660,0.35099138617515563
1,670,0.36306303441524507
1,680,0.34781616628170015
1,690,0.3287956744432449
1,700,0.3667787790298462
1,710,0.40109687447547915
1,720,0.4667733579874039
1,730,0.3353152021765709
1,740,0.45504638850688933
1,750,0.4753981545567513
1,760,0.3637096047401428
1,770,0.3858630657196045
1,780,0.31296212673187257
1,790,0.3653807699680328
1,800,0.3847732782363892
1,810,0.40707792043685914
1,820,0.35129409581422805
1,830,0.38492564857006073
1,840,0.4125303983688354
1,850,0.4153836965560913
1,860,0.4430364727973938
1,870,0.36198236644268034
1,880,0.35191580802202227
1,890,0.4035387888550758
1,900,0.4071169376373291
1,910,0.3912841647863388
1,920,0.3897852092981339
1,930,0.3569894701242447
1,940,0.3491946399211884
1,950,0.4332599252462387
1,960,0.32077587246894834
1,970,0.3925063401460648
1,980,0.3817149192094803
1,990,0.4109754666686058
1,1000,0.3719994843006134
1,1010,0.4308769077062607
1,1020,0.35355750322341917
1,1030,0.3335011422634125
1,1040,0.38569830656051635
1,1050,0.385365304350853
1,1060,0.3554480642080307
1,1070,0.36006745249032973
1,1080,0.3900337785482407
1,1090,0.3779043436050415
1,1100,0.4188398391008377
1,1110,0.3290997937321663
1,1120,0.2963743269443512
1,1130,0.3310390204191208
1,1140,0.3548135727643967
1,1150,0.33219548165798185
1,1160,0.3963192641735077
1,1170,0.38665797710418703
1,1180,0.39076841771602633
1,1190,0.3953492343425751
1,1200,0.3595511049032211
1,1210,0.3829568177461624
1,1220,0.28969731032848356
1,1230,0.3947033226490021
1,1240,0.39427751004695893
1,1250,0.345749631524086
1,1260,0.3796585500240326
1,1270,0.3301507100462914
1,1280,0.3552280604839325
1,1290,0.334051376581192
1,1300,0.35741165578365325
1,1310,0.33243816047906877
1,1320,0.3902850985527039
1,1330,0.37713493704795836
1,1340,0.3940447628498077
1,1350,0.31896568536758424
1,1360,0.3112875908613205
1,1370,0.47121869325637816
1,1380,0.38843623399734495
1,1390,0.35756041258573534
1,1400,0.36302684247493744
1,1410,0.34118003845214845
1,1420,0.3423358887434006
1,1430,0.3656693398952484
1,1440,0.31633697599172594
1,1450,0.4019909232854843
1,1460,0.29473375231027604
1,1470,0.35362794548273085
1,1480,0.3557109534740448
1,1490,0.35099945962429047
1,1500,0.35811990201473237
1,1510,0.36392501592636106
1,1520,0.396393258869648
1,1530,0.33760291785001756
1,1540,0.3753253802657127
1,1550,0.3412311375141144
1,1560,0.3172153145074844
1,1570,0.429051348567009
1,1580,0.3086870267987251
1,1590,0.3253656327724457
1,1600,0.31546406745910643
1,1610,0.3073409661650658
2,1620,0.36410893499851227
2,1630,0.3421299993991852
2,1640,0.3281463921070099
2,1650,0.34221031665802004
2,1660,0.4258018136024475
2,1670,0.38025951385498047
2,1680,0.3574058085680008
2,1690,0.4390212118625641
2,1700,0.3322583109140396
