Epochs,Iterations,Loss
1,10,2.330860424041748
1,20,1.842000925540924
1,30,1.605804944038391
1,40,1.4822088122367858
1,50,1.4408154249191285
1,60,1.4372665405273437
1,70,1.4485453844070435
1,80,1.3598925113677978
1,90,1.3419257998466492
1,100,1.268147474527359
1,110,1.4503265857696532
1,120,1.3042232871055603
1,130,1.2893918633461
1,140,1.2584615290164947
1,150,1.36427503824234
1,160,1.259643054008484
1,170,1.184575515985489
1,180,1.2676527678966523
1,190,1.1987161993980409
1,200,1.296298658847809
1,210,1.2500827670097352
1,220,1.1803012371063233
1,230,1.1557538270950318
1,240,1.189249587059021
1,250,1.2286228775978087
1,260,0.9988723814487457
1,270,1.4146495580673217
1,280,1.3244119882583618
1,290,1.1700167536735535
1,300,1.0492996215820312
1,310,1.0992155730724336
1,320,1.2262562036514282
1,330,1.185901367664337
1,340,1.1771346390247346
1,350,1.0807507753372192
1,360,1.1442757904529572
1,370,1.0959160029888153
1,380,1.0942009508609771
1,390,1.0706201434135436
1,400,1.1639721155166627
1,410,1.132987630367279
1,420,1.0046682238578797
1,430,1.1659375846385955
1,440,1.0787288963794708
1,450,1.0864686965942383
1,460,1.1828563928604126
1,470,1.1663901448249816
1,480,1.135457068681717
1,490,1.212158018350601
1,500,1.1232603192329407
1,510,1.1231110274791718
1,520,1.2286496579647064
1,530,1.1750795245170593
1,540,1.048502004146576
1,550,1.16394984126091
1,560,1.1706604957580566
1,570,1.195082950592041
1,580,1.052756482362747
1,590,1.078848910331726
1,600,1.0576138854026795
1,610,0.9667261481285095
1,620,1.3150923013687135
1,630,1.2161465346813203
1,640,1.195784717798233
1,650,1.218641608953476
1,660,0.9784119963645935
1,670,1.0682962238788605
1,680,1.2260964572429658
1,690,1.0200935363769532
1,700,1.0286973714828491
1,710,1.2631259977817535
1,720,1.2512374818325043
1,730,1.0208045065402984
1,740,1.029534739255905
1,750,1.0635751128196715
1,760,1.1096382915973664
1,770,1.0467773079872131
1,780,0.9849681735038758
1,790,0.9707318067550659
1,800,1.0958357632160187
1,810,1.1080505430698395
1,820,1.1194434106349944
