Epochs,Iterations,Loss
1,10,1.7549207091331482
1,20,1.4151651203632354
1,30,0.9516022741794586
1,40,0.9474717020988465
1,50,0.9811813950538635
1,60,1.026106947660446
1,70,0.833264273405075
1,80,0.8247060954570771
1,90,0.6581132471561432
1,100,0.6344999521970749
1,110,0.6798724144697189
1,120,0.6422465473413468
1,130,0.5812818765640259
1,140,0.619717863202095
1,150,0.5686172693967819
1,160,0.732501545548439
1,170,0.7217320799827576
1,180,0.6544632941484452
1,190,0.6431366980075837
1,200,0.5365123957395553
1,210,0.5961818128824234
1,220,0.4864596903324127
1,230,0.5293107748031616
1,240,0.5595238476991653
1,250,0.4810133159160614
1,260,0.5564147531986237
1,270,0.7134007960557938
1,280,0.5388617873191833
1,290,0.5451974779367447
1,300,0.658985048532486
1,310,0.5894974499940873
1,320,0.4985247850418091
1,330,0.6599419832229614
1,340,0.5781532019376755
1,350,0.5127307385206222
1,360,0.5720028519630432
1,370,0.6505686432123184
1,380,0.5724730670452118
1,390,0.4754582494497299
1,400,0.4706328362226486
1,410,0.5571815580129623
1,420,0.47333496510982515
1,430,0.5523888885974884
1,440,0.5462828606367112
1,450,0.49268497824668883
1,460,0.5107905238866806
1,470,0.5989307016134262
1,480,0.4725500524044037
1,490,0.46226604878902433
1,500,0.5165886789560318
1,510,0.4317139461636543
1,520,0.4816421985626221
1,530,0.4226964235305786
1,540,0.5108354151248932
1,550,0.5257597327232361
1,560,0.4295373439788818
1,570,0.5190974682569504
1,580,0.4208842158317566
1,590,0.4943531721830368
1,600,0.48461197018623353
1,610,0.4679223299026489
1,620,0.45030407458543775
1,630,0.5688407808542252
1,640,0.42146368622779845
1,650,0.48577791452407837
1,660,0.4125349909067154
1,670,0.49043009877204896
1,680,0.5713875234127045
1,690,0.46389999985694885
1,700,0.43323486149311063
1,710,0.5373150736093522
1,720,0.5301992535591126
1,730,0.4545799493789673
1,740,0.4623986005783081
1,750,0.4565229952335358
1,760,0.5094599664211273
1,770,0.4751558482646942
1,780,0.49639188349246977
1,790,0.3927255839109421
1,800,0.3790363699197769
1,810,0.3598215252161026
1,820,0.4185446321964264
1,830,0.40559491217136384
1,840,0.4076205641031265
1,850,0.419856584072113
1,860,0.36489802598953247
1,870,0.4733694791793823
1,880,0.4604870766401291
1,890,0.4571735143661499
1,900,0.4575415372848511
1,910,0.48895631432533265
1,920,0.4266044408082962
1,930,0.49930124580860136
1,940,0.4769862025976181
1,950,0.6522486567497253
1,960,0.47552894353866576
1,970,0.48909092545509336
1,980,0.43685315549373627
1,990,0.447112175822258
1,1000,0.4669505894184113
1,1010,0.4281178593635559
1,1020,0.40698199570178983
1,1030,0.43981580436229706
1,1040,0.6063386857509613
1,1050,0.4012445047497749
1,1060,0.4675991863012314
1,1070,0.40282824635505676
1,1080,0.37910288870334624
1,1090,0.3970156669616699
1,1100,0.4862190902233124
1,1110,0.45057909190654755
1,1120,0.5047125935554504
1,1130,0.4725966215133667
1,1140,0.40284455567598343
1,1150,0.4984674096107483
1,1160,0.44733103811740876
1,1170,0.4137538358569145
1,1180,0.507056950032711
1,1190,0.4026938796043396
1,1200,0.5155090898275375
1,1210,0.3742316231131554
1,1220,0.37269738167524336
1,1230,0.5035669028759002
1,1240,0.3913607895374298
1,1250,0.3642170578241348
1,1260,0.39543848037719725
1,1270,0.37035641074180603
1,1280,0.40610967129468917
1,1290,0.41701453775167463
1,1300,0.3309015169739723
1,1310,0.4036124587059021
1,1320,0.426394148170948
1,1330,0.3141250222921371
1,1340,0.4055007010698318
1,1350,0.3881250888109207
1,1360,0.4675307869911194
1,1370,0.4661523073911667
1,1380,0.3741396591067314
1,1390,0.3505844950675964
1,1400,0.4620948016643524
1,1410,0.3945327132940292
1,1420,0.4372444570064545
1,1430,0.3979190319776535
1,1440,0.32800192981958387
1,1450,0.34093020260334017
1,1460,0.46238225400447847
1,1470,0.5671979010105133
1,1480,0.44504896700382235
1,1490,0.508747324347496
1,1500,0.434061723947525
1,1510,0.3599675491452217
1,1520,0.3359981209039688
1,1530,0.39359038770198823
1,1540,0.3762546509504318
1,1550,0.40532256513834
1,1560,0.42570440769195556
1,1570,0.38014177680015565
