Epochs,Iterations,Loss
1,10,1.6386404514312745
1,20,1.2952893793582916
1,30,1.0938917577266694
1,40,1.1336895406246186
1,50,0.9272387683391571
1,60,0.802920913696289
1,70,0.8121285021305085
1,80,0.7889806032180786
1,90,0.7604962289333344
1,100,0.7704641938209533
1,110,0.7394697785377502
1,120,0.7176654517650605
1,130,0.6264917552471161
1,140,0.6927029192447662
1,150,0.694206827878952
1,160,0.742227190732956
1,170,0.6647300690412521
1,180,0.6815130770206451
1,190,0.606502690911293
1,200,0.6136500537395477
1,210,0.5772453486919403
1,220,0.6066236913204193
1,230,0.5516493946313858
1,240,0.5967241883277893
1,250,0.5662351220846176
1,260,0.5704267114400864
1,270,0.5748876005411148
1,280,0.586247056722641
1,290,0.5450262606143952
1,300,0.5933585882186889
1,310,0.5467232942581177
1,320,0.5771510004997253
1,330,0.5542896389961243
1,340,0.5699593305587769
1,350,0.5653275370597839
1,360,0.557957798242569
1,370,0.5936661541461945
1,380,0.5656151950359345
1,390,0.5459538400173187
1,400,0.6042579650878906
1,410,0.5390091300010681
1,420,0.5555691659450531
1,430,0.5135839879512787
1,440,0.5419471472501755
1,450,0.515931761264801
1,460,0.5042572915554047
1,470,0.4990827411413193
1,480,0.5083269536495209
1,490,0.5318076580762863
1,500,0.5163546890020371
1,510,0.6100804686546326
1,520,0.4828393965959549
1,530,0.5173172622919082
1,540,0.5036820054054261
1,550,0.5170771539211273
1,560,0.5347317159175873
1,570,0.49992060363292695
1,580,0.49400452673435213
1,590,0.4997851699590683
1,600,0.5170614361763001
1,610,0.5097231954336167
1,620,0.5188463777303696
1,630,0.5380410522222518
1,640,0.5353456199169159
1,650,0.5032856196165085
1,660,0.49372950494289397
1,670,0.4777239620685577
1,680,0.4941233992576599
1,690,0.4768417090177536
1,700,0.4864170789718628
1,710,0.4844137579202652
1,720,0.5174751162528992
1,730,0.4742992758750916
1,740,0.49862982928752897
1,750,0.5032005488872529
1,760,0.4979525864124298
1,770,0.47844336926937103
1,780,0.464096200466156
1,790,0.4657787173986435
1,800,0.48202723264694214
1,810,0.5113896280527115
1,820,0.4701059371232986
1,830,0.4752477020025253
1,840,0.47728886306285856
1,850,0.4885443240404129
1,860,0.47223882377147675
1,870,0.4772751957178116
1,880,0.4663088321685791
1,890,0.4567908585071564
1,900,0.45881151854991914
1,910,0.4456310749053955
1,920,0.4773056715726852
1,930,0.4463354527950287
1,940,0.46058139503002166
1,950,0.4725244551897049
1,960,0.4652923822402954
1,970,0.4792182207107544
1,980,0.46800692081451417
1,990,0.46216271817684174
1,1000,0.4631890803575516
1,1010,0.4946955323219299
1,1020,0.4612510591745377
1,1030,0.4631130814552307
1,1040,0.452256041765213
1,1050,0.46709410548210145
1,1060,0.4418522149324417
1,1070,0.44901340305805204
1,1080,0.46325109004974363
1,1090,0.4619859725236893
1,1100,0.4747301608324051
1,1110,0.4687644839286804
1,1120,0.43827383816242216
1,1130,0.46212259232997893
1,1140,0.46337860226631167
1,1150,0.44517015516757963
1,1160,0.44241258800029754
1,1170,0.4665865242481232
1,1180,0.45425657033920286
1,1190,0.45970402359962464
1,1200,0.4717251658439636
1,1210,0.4578366816043854
1,1220,0.4349794775247574
1,1230,0.46474663019180296
1,1240,0.44810362458229064
1,1250,0.4636764109134674
1,1260,0.45861482322216035
1,1270,0.4478298008441925
1,1280,0.46605674028396604
1,1290,0.4366956651210785
1,1300,0.4525973916053772
1,1310,0.4496990978717804
1,1320,0.4429771065711975
1,1330,0.46117593050003053
1,1340,0.4644636183977127
1,1350,0.4552487164735794
1,1360,0.43563473522663115
1,1370,0.4702476292848587
1,1380,0.43918740153312685
1,1390,0.44271087646484375
1,1400,0.46517462432384493
1,1410,0.4406261950731277
1,1420,0.4331010848283768
1,1430,0.4350744426250458
1,1440,0.4419598072767258
1,1450,0.4564943343400955
1,1460,0.45179434716701505
1,1470,0.445461505651474
1,1480,0.4676839768886566
1,1490,0.4475488215684891
1,1500,0.4478865623474121
1,1510,0.46245826184749605
1,1520,0.44824069142341616
1,1530,0.4647876262664795
1,1540,0.44979332387447357
1,1550,0.44038541316986085
1,1560,0.4549160361289978
1,1570,0.43476682603359224
1,1580,0.43463096022605896
1,1590,0.44343501031398774
1,1600,0.4578165769577026
1,1610,0.44301015734672544
2,1620,0.4470495253801346
2,1630,0.4501515209674835
