,Epochs,Iterations,Mean IoUs,Class 0 IoU,Class 1 IoU,Class 2 IoU,Class 3 IoU,Class 4 IoU,Class 5 IoU,Class 6 IoU,Mean Accs.,Overall Accs.
0,1,10,0.10168353247175661,0.7117813547591337,0.0,0.0,0.0,0.0,0.0,3.372543162530082e-06,0.14282463165121012,0.7116699683351038
